Date,Time,Gender,Device,Activity
7/19/14,1:55 PM,female,mobile,0
7/19/14,1:59 PM,male,tablet,0
7/19/14,2:00 PM,male,desktop,1
7/19/14,2:00 PM,male,desktop,0
7/19/14,2:10 PM,female,desktop,0
7/19/14,2:11 PM,male,tablet,0
7/19/14,2:37 PM,female,desktop,1
7/19/14,2:57 PM,male,mobile,1
7/19/14,3:03 PM,male,mobile,1
7/19/14,3:04 PM,male,mobile,1
7/19/14,3:25 PM,female,tablet,0
7/19/14,3:38 PM,female,desktop,1
7/19/14,3:51 PM,male,desktop,0
7/19/14,4:00 PM,male,desktop,0
7/19/14,4:01 PM,female,tablet,1
7/19/14,4:03 PM,male,desktop,0
7/19/14,4:05 PM,female,desktop,0
7/19/14,4:12 PM,male,desktop,1
7/19/14,4:19 PM,male,tablet,0
7/19/14,4:27 PM,male,tablet,0
7/19/14,4:29 PM,female,tablet,0
7/19/14,4:30 PM,female,mobile,1
7/19/14,4:38 PM,male,tablet,1
7/19/14,4:40 PM,male,mobile,1
7/19/14,4:42 PM,male,mobile,0
7/19/14,4:43 PM,female,mobile,1
7/19/14,4:57 PM,male,mobile,0
7/19/14,5:00 PM,female,desktop,1
7/19/14,5:00 PM,male,tablet,0
7/19/14,5:08 PM,male,desktop,1
7/19/14,5:15 PM,female,mobile,0
7/19/14,5:21 PM,female,desktop,0
7/19/14,5:33 PM,female,tablet,0
7/19/14,5:39 PM,female,desktop,0
7/19/14,5:44 PM,male,mobile,1
7/19/14,5:51 PM,male,desktop,1
7/19/14,5:54 PM,male,tablet,1
7/19/14,6:00 PM,female,mobile,1
7/19/14,6:02 PM,female,mobile,0
7/19/14,6:11 PM,male,tablet,1
7/19/14,6:15 PM,female,desktop,0
7/19/14,6:16 PM,female,desktop,1
7/19/14,6:25 PM,female,desktop,0
7/19/14,6:33 PM,female,mobile,1
7/19/14,6:54 PM,female,desktop,0
7/19/14,6:56 PM,male,desktop,0
7/19/14,6:56 PM,male,tablet,1
7/19/14,6:59 PM,female,tablet,1
7/19/14,7:00 PM,female,desktop,1
7/19/14,7:00 PM,female,mobile,1
7/19/14,7:01 PM,female,desktop,1
7/19/14,7:09 PM,female,tablet,1
7/19/14,7:20 PM,male,tablet,1
7/19/14,7:22 PM,female,tablet,0
7/19/14,7:34 PM,male,mobile,1
7/19/14,7:41 PM,male,mobile,1
7/19/14,7:49 PM,female,desktop,1
7/19/14,7:55 PM,female,mobile,0
7/19/14,8:08 PM,male,desktop,0
7/19/14,8:24 PM,female,desktop,0
7/19/14,8:25 PM,male,mobile,1
7/19/14,8:27 PM,male,desktop,1
7/19/14,8:28 PM,female,tablet,0
7/19/14,8:30 PM,female,mobile,0
7/19/14,8:31 PM,male,desktop,0
7/19/14,8:33 PM,male,desktop,0
7/19/14,8:33 PM,female,mobile,1
7/19/14,8:35 PM,female,desktop,0
7/19/14,8:35 PM,male,desktop,0
7/19/14,8:43 PM,female,tablet,0
7/19/14,8:46 PM,male,tablet,1
7/19/14,8:49 PM,female,mobile,0
7/19/14,8:52 PM,female,tablet,0
7/19/14,9:02 PM,female,desktop,1
7/19/14,9:09 PM,male,desktop,1
7/19/14,9:27 PM,female,desktop,1
7/19/14,9:35 PM,male,desktop,1
7/19/14,9:41 PM,female,mobile,0
7/19/14,9:46 PM,male,tablet,1
7/19/14,10:00 PM,male,mobile,0
7/19/14,10:03 PM,male,desktop,1
7/19/14,10:22 PM,male,mobile,0
7/19/14,10:22 PM,male,mobile,0
7/19/14,10:23 PM,female,tablet,0
7/19/14,10:24 PM,female,desktop,1
7/19/14,10:27 PM,female,mobile,1
7/19/14,10:34 PM,female,desktop,1
7/19/14,10:44 PM,male,mobile,0
7/19/14,10:49 PM,male,tablet,0
7/19/14,10:53 PM,male,mobile,1
7/19/14,10:55 PM,female,mobile,1
7/19/14,11:00 PM,male,tablet,1
7/19/14,11:03 PM,female,mobile,0
7/19/14,11:08 PM,male,mobile,0
7/19/14,11:08 PM,female,mobile,1
7/19/14,11:09 PM,male,mobile,1
7/19/14,11:17 PM,male,desktop,0
7/19/14,11:26 PM,male,desktop,0
7/19/14,11:30 PM,female,tablet,0
7/19/14,11:45 PM,female,desktop,1
7/19/14,11:56 PM,male,desktop,0
7/20/14,12:00 AM,female,tablet,0
7/20/14,12:01 AM,female,tablet,1
7/20/14,12:04 AM,female,mobile,1
7/20/14,12:10 AM,male,desktop,0
7/20/14,12:13 AM,male,desktop,1
7/20/14,12:17 AM,male,desktop,0
7/20/14,12:17 AM,male,tablet,0
7/20/14,12:18 AM,female,desktop,0
7/20/14,12:19 AM,male,mobile,0
7/20/14,12:28 AM,male,tablet,1
7/20/14,12:29 AM,female,tablet,1
7/20/14,12:32 AM,female,mobile,0
7/20/14,12:33 AM,male,mobile,1
7/20/14,12:36 AM,female,tablet,0
7/20/14,12:37 AM,female,desktop,1
7/20/14,12:42 AM,female,tablet,0
7/20/14,12:52 AM,female,tablet,1
7/20/14,12:52 AM,female,desktop,0
7/20/14,12:59 AM,male,tablet,1
7/20/14,1:01 AM,female,tablet,1
7/20/14,1:07 AM,female,tablet,1
7/20/14,1:38 AM,male,desktop,1
7/20/14,1:47 AM,female,desktop,0
7/20/14,1:48 AM,female,tablet,1
7/20/14,2:24 AM,male,tablet,0
7/20/14,2:33 AM,female,mobile,0
7/20/14,2:33 AM,male,tablet,1
7/20/14,2:34 AM,female,desktop,0
7/20/14,2:56 AM,male,desktop,0
7/20/14,2:57 AM,male,tablet,0
7/20/14,2:57 AM,male,tablet,1
7/20/14,3:00 AM,female,tablet,0
7/20/14,3:00 AM,female,desktop,1
7/20/14,3:01 AM,female,desktop,1
7/20/14,3:12 AM,female,mobile,1
7/20/14,3:14 AM,male,desktop,1
7/20/14,3:16 AM,male,desktop,1
7/20/14,3:16 AM,female,mobile,1
7/20/14,3:18 AM,female,desktop,0
7/20/14,3:20 AM,male,mobile,1
7/20/14,3:25 AM,male,tablet,1
7/20/14,3:29 AM,male,mobile,1
7/20/14,3:34 AM,male,desktop,1
7/20/14,3:46 AM,male,desktop,0
7/20/14,3:49 AM,female,tablet,1
7/20/14,3:53 AM,male,mobile,1
7/20/14,3:56 AM,male,mobile,0
7/20/14,4:00 AM,male,desktop,1
7/20/14,4:02 AM,male,mobile,0
7/20/14,4:04 AM,female,desktop,0
7/20/14,4:21 AM,male,tablet,0
7/20/14,4:27 AM,female,desktop,1
7/20/14,4:33 AM,male,mobile,1
7/20/14,4:34 AM,female,tablet,0
7/20/14,4:40 AM,female,tablet,1
7/20/14,4:51 AM,male,desktop,0
7/20/14,4:54 AM,male,tablet,1
7/20/14,5:15 AM,female,desktop,0
7/20/14,5:41 AM,female,desktop,0
7/20/14,5:43 AM,male,mobile,1
7/20/14,6:06 AM,female,desktop,0
7/20/14,6:17 AM,female,tablet,1
7/20/14,6:17 AM,male,mobile,1
7/20/14,6:19 AM,male,tablet,0
7/20/14,6:26 AM,male,tablet,1
7/20/14,6:30 AM,male,tablet,0
7/20/14,6:32 AM,male,tablet,1
7/20/14,6:32 AM,male,desktop,1
7/20/14,6:34 AM,female,desktop,1
7/20/14,6:36 AM,male,desktop,0
7/20/14,6:41 AM,male,tablet,1
7/20/14,6:42 AM,female,tablet,1
7/20/14,6:45 AM,female,desktop,0
7/20/14,6:46 AM,female,tablet,1
7/20/14,6:47 AM,female,tablet,0
7/20/14,6:52 AM,female,desktop,0
7/20/14,6:52 AM,male,mobile,0
7/20/14,7:16 AM,male,tablet,1
7/20/14,7:30 AM,female,desktop,1
7/20/14,7:30 AM,female,tablet,0
7/20/14,7:31 AM,female,desktop,0
7/20/14,7:35 AM,female,mobile,0
7/20/14,7:45 AM,male,mobile,0
7/20/14,7:47 AM,male,tablet,0
7/20/14,7:50 AM,female,mobile,1
7/20/14,7:52 AM,male,tablet,1
7/20/14,7:54 AM,female,tablet,1
7/20/14,7:54 AM,male,mobile,0
7/20/14,7:54 AM,female,tablet,1
7/20/14,8:01 AM,male,desktop,1
7/20/14,8:07 AM,female,tablet,1
7/20/14,8:19 AM,female,tablet,0
7/20/14,8:19 AM,male,tablet,0
7/20/14,8:20 AM,male,desktop,0
7/20/14,8:21 AM,male,mobile,0
7/20/14,8:24 AM,male,desktop,0
7/20/14,8:26 AM,male,mobile,1
7/20/14,8:28 AM,female,tablet,1
7/20/14,8:36 AM,male,tablet,0
7/20/14,8:43 AM,female,mobile,1
7/20/14,8:49 AM,female,tablet,0
7/20/14,8:56 AM,male,mobile,0
7/20/14,9:09 AM,male,mobile,1
7/20/14,9:14 AM,female,mobile,0
7/20/14,9:18 AM,female,desktop,0
7/20/14,9:19 AM,female,desktop,0
7/20/14,9:24 AM,female,mobile,0
7/20/14,9:27 AM,female,mobile,1
7/20/14,9:31 AM,female,desktop,1
7/20/14,9:33 AM,female,desktop,1
7/20/14,9:37 AM,female,tablet,0
7/20/14,9:37 AM,female,desktop,0
7/20/14,9:39 AM,male,mobile,0
7/20/14,9:47 AM,female,mobile,0
7/20/14,9:48 AM,male,desktop,1
7/20/14,9:55 AM,male,desktop,0
7/20/14,10:00 AM,male,desktop,1
7/20/14,10:01 AM,male,mobile,0
7/20/14,10:02 AM,female,tablet,0
7/20/14,10:02 AM,male,desktop,1
7/20/14,10:03 AM,female,desktop,0
7/20/14,10:03 AM,female,tablet,0
7/20/14,10:17 AM,female,tablet,0
7/20/14,10:19 AM,male,tablet,1
7/20/14,10:22 AM,male,mobile,1
7/20/14,10:27 AM,male,mobile,1
7/20/14,10:31 AM,female,mobile,1
7/20/14,10:41 AM,male,tablet,1
7/20/14,10:42 AM,male,mobile,0
7/20/14,10:53 AM,female,tablet,1
7/20/14,10:57 AM,male,mobile,0
7/20/14,11:00 AM,male,tablet,0
7/20/14,11:01 AM,male,mobile,0
7/20/14,11:16 AM,male,mobile,0
7/20/14,11:18 AM,female,desktop,1
7/20/14,11:29 AM,male,desktop,0
7/20/14,11:34 AM,female,desktop,0
7/20/14,11:43 AM,female,mobile,1
7/20/14,11:44 AM,female,tablet,1
7/20/14,11:52 AM,female,desktop,0
7/20/14,11:59 AM,female,mobile,0
7/20/14,11:59 AM,female,mobile,1
7/20/14,12:06 PM,female,mobile,0
7/20/14,12:13 PM,male,tablet,1
7/20/14,12:14 PM,female,desktop,1
7/20/14,12:14 PM,female,tablet,0
7/20/14,12:19 PM,female,desktop,1
7/20/14,12:23 PM,male,mobile,0
7/20/14,12:24 PM,female,tablet,1
7/20/14,12:42 PM,male,desktop,0
7/20/14,12:48 PM,female,mobile,1
7/20/14,12:52 PM,male,tablet,0
7/20/14,1:13 PM,female,tablet,0
7/20/14,1:22 PM,male,tablet,0
7/20/14,1:24 PM,male,tablet,1
7/20/14,1:34 PM,female,mobile,1
7/20/14,1:45 PM,female,desktop,1
7/20/14,1:48 PM,male,mobile,1
7/20/14,1:56 PM,male,mobile,1
7/20/14,2:00 PM,female,desktop,0
7/20/14,2:25 PM,male,mobile,1
7/20/14,2:28 PM,female,tablet,0
7/20/14,2:29 PM,female,tablet,1
7/20/14,3:02 PM,male,desktop,0
7/20/14,3:02 PM,male,tablet,1
7/20/14,3:06 PM,female,desktop,0
7/20/14,3:12 PM,female,tablet,0
7/20/14,3:14 PM,male,tablet,0
7/20/14,3:17 PM,female,tablet,0
7/20/14,3:18 PM,female,desktop,1
7/20/14,3:20 PM,male,tablet,0
7/20/14,3:28 PM,male,tablet,0
7/20/14,3:31 PM,female,desktop,0
7/20/14,3:44 PM,male,tablet,0
7/20/14,3:50 PM,female,desktop,1
7/20/14,4:02 PM,male,tablet,1
7/20/14,4:17 PM,male,mobile,1
7/20/14,4:26 PM,female,tablet,1
7/20/14,4:32 PM,female,desktop,0
7/20/14,4:39 PM,female,desktop,0
7/20/14,4:45 PM,male,tablet,1
7/20/14,5:00 PM,female,desktop,1
7/20/14,5:04 PM,male,tablet,1
7/20/14,5:10 PM,female,mobile,0
7/20/14,5:27 PM,female,tablet,0
7/20/14,5:29 PM,female,desktop,1
7/20/14,5:35 PM,female,desktop,1
7/20/14,5:36 PM,male,desktop,1
7/20/14,5:38 PM,male,tablet,1
7/20/14,5:40 PM,female,tablet,1
7/20/14,5:44 PM,male,tablet,1
7/20/14,5:57 PM,female,desktop,1
7/20/14,5:58 PM,male,desktop,1
7/20/14,6:04 PM,male,tablet,1
7/20/14,6:12 PM,male,tablet,0
7/20/14,6:15 PM,male,desktop,1
7/20/14,6:22 PM,female,desktop,1
7/20/14,6:25 PM,male,tablet,0
7/20/14,6:34 PM,male,tablet,0
7/20/14,6:35 PM,male,tablet,1
7/20/14,6:37 PM,female,mobile,1
7/20/14,6:42 PM,male,tablet,0
7/20/14,6:43 PM,male,mobile,0
7/20/14,6:54 PM,female,desktop,0
7/20/14,6:54 PM,male,desktop,0
7/20/14,6:55 PM,male,mobile,0
7/20/14,7:00 PM,female,tablet,1
7/20/14,7:22 PM,female,tablet,0
7/20/14,7:24 PM,female,desktop,0
7/20/14,7:25 PM,male,mobile,0
7/20/14,7:25 PM,female,desktop,0
7/20/14,7:31 PM,male,desktop,1
7/20/14,7:36 PM,male,tablet,0
7/20/14,7:39 PM,female,mobile,0
7/20/14,7:45 PM,male,tablet,0
7/20/14,7:46 PM,female,desktop,0
7/20/14,7:47 PM,male,tablet,1
7/20/14,7:52 PM,male,tablet,0
7/20/14,7:59 PM,female,desktop,1
7/20/14,8:00 PM,male,mobile,1
7/20/14,8:01 PM,female,tablet,1
7/20/14,8:03 PM,male,mobile,0
7/20/14,8:07 PM,male,tablet,0
7/20/14,8:21 PM,male,tablet,1
7/20/14,8:37 PM,male,mobile,0
7/20/14,8:55 PM,female,mobile,1
7/20/14,8:56 PM,male,tablet,1
7/20/14,8:56 PM,female,desktop,0
7/20/14,8:57 PM,female,desktop,0
7/20/14,8:58 PM,male,mobile,0
7/20/14,9:02 PM,male,mobile,0
7/20/14,9:10 PM,female,desktop,1
7/20/14,9:10 PM,female,desktop,0
7/20/14,9:12 PM,female,tablet,1
7/20/14,9:14 PM,female,mobile,0
7/20/14,9:15 PM,male,tablet,1
7/20/14,9:23 PM,male,mobile,1
7/20/14,9:26 PM,female,mobile,1
7/20/14,9:31 PM,male,desktop,0
7/20/14,9:38 PM,female,tablet,0
7/20/14,9:45 PM,male,tablet,1
7/20/14,10:00 PM,female,mobile,0
7/20/14,10:01 PM,male,tablet,0
7/20/14,10:10 PM,male,mobile,0
7/20/14,10:20 PM,male,desktop,0
7/20/14,10:20 PM,female,tablet,1
7/20/14,10:23 PM,female,tablet,0
7/20/14,10:26 PM,female,desktop,1
7/20/14,10:39 PM,male,tablet,1
7/20/14,10:39 PM,female,mobile,0
7/20/14,10:50 PM,male,mobile,0
7/20/14,10:51 PM,female,desktop,1
7/20/14,11:00 PM,male,mobile,0
7/20/14,11:03 PM,male,tablet,1
7/20/14,11:05 PM,female,desktop,0
7/20/14,11:13 PM,female,mobile,0
7/20/14,11:24 PM,female,tablet,1
7/20/14,11:28 PM,male,tablet,0
7/20/14,11:31 PM,male,desktop,1
7/20/14,11:31 PM,female,desktop,0
7/20/14,11:33 PM,female,desktop,0
7/20/14,11:36 PM,female,mobile,0
7/20/14,11:36 PM,female,mobile,0
7/20/14,11:44 PM,female,tablet,0
7/21/14,12:00 AM,female,tablet,0
7/21/14,12:01 AM,female,desktop,0
7/21/14,12:01 AM,male,mobile,0
7/21/14,12:12 AM,male,tablet,1
7/21/14,12:12 AM,male,desktop,1
7/21/14,12:13 AM,male,mobile,1
7/21/14,12:15 AM,male,desktop,1
7/21/14,12:17 AM,female,desktop,1
7/21/14,12:19 AM,female,mobile,1
7/21/14,12:21 AM,male,tablet,1
7/21/14,12:23 AM,female,tablet,1
7/21/14,12:26 AM,male,mobile,0
7/21/14,12:30 AM,female,tablet,1
7/21/14,12:35 AM,female,desktop,0
7/21/14,12:35 AM,male,mobile,1
7/21/14,12:40 AM,female,desktop,1
7/21/14,12:41 AM,female,tablet,1
7/21/14,12:41 AM,male,mobile,0
7/21/14,12:42 AM,male,mobile,0
7/21/14,12:44 AM,female,desktop,1
7/21/14,12:46 AM,female,tablet,0
7/21/14,12:48 AM,female,mobile,0
7/21/14,12:51 AM,male,mobile,0
7/21/14,12:52 AM,male,desktop,0
7/21/14,12:52 AM,male,mobile,0
7/21/14,12:59 AM,male,mobile,0
7/21/14,1:12 AM,male,tablet,0
7/21/14,1:12 AM,female,tablet,1
7/21/14,1:15 AM,male,tablet,0
7/21/14,1:18 AM,male,desktop,0
7/21/14,1:24 AM,female,mobile,0
7/21/14,1:29 AM,female,tablet,0
7/21/14,1:31 AM,male,mobile,1
7/21/14,1:32 AM,male,tablet,0
7/21/14,1:47 AM,female,desktop,1
7/21/14,2:12 AM,male,tablet,0
7/21/14,2:28 AM,female,desktop,0
7/21/14,2:34 AM,male,desktop,1
7/21/14,2:45 AM,male,desktop,1
7/21/14,2:49 AM,female,tablet,0
7/21/14,2:55 AM,female,tablet,0
7/21/14,2:59 AM,male,mobile,0
7/21/14,3:25 AM,male,desktop,1
7/21/14,3:33 AM,male,mobile,0
7/21/14,3:34 AM,male,mobile,0
7/21/14,3:35 AM,male,desktop,0
7/21/14,3:38 AM,male,mobile,0
7/21/14,3:38 AM,female,tablet,0
7/21/14,3:40 AM,male,tablet,1
7/21/14,3:43 AM,male,tablet,1
7/21/14,4:00 AM,male,tablet,0
7/21/14,4:19 AM,male,tablet,0
7/21/14,4:26 AM,female,desktop,0
7/21/14,4:27 AM,male,desktop,1
7/21/14,4:28 AM,female,desktop,0
7/21/14,4:30 AM,female,tablet,0
7/21/14,4:42 AM,female,desktop,0
7/21/14,4:43 AM,male,desktop,1
7/21/14,4:56 AM,female,mobile,0
7/21/14,5:00 AM,female,tablet,0
7/21/14,5:07 AM,female,desktop,0
7/21/14,5:15 AM,female,desktop,0
7/21/14,5:19 AM,female,tablet,0
7/21/14,5:21 AM,female,mobile,1
7/21/14,5:23 AM,male,mobile,0
7/21/14,5:39 AM,female,desktop,0
7/21/14,5:42 AM,male,tablet,0
7/21/14,5:43 AM,female,mobile,0
7/21/14,5:43 AM,male,mobile,0
7/21/14,5:51 AM,female,desktop,1
7/21/14,6:06 AM,male,tablet,0
7/21/14,6:11 AM,male,tablet,0
7/21/14,6:13 AM,female,mobile,1
7/21/14,6:19 AM,male,tablet,1
7/21/14,6:22 AM,male,desktop,1
7/21/14,6:23 AM,male,desktop,1
7/21/14,6:27 AM,male,desktop,0
7/21/14,6:28 AM,male,mobile,1
7/21/14,6:30 AM,male,tablet,0
7/21/14,6:32 AM,female,tablet,1
7/21/14,6:35 AM,female,mobile,0
7/21/14,6:55 AM,male,tablet,0
7/21/14,6:59 AM,female,mobile,1
7/21/14,7:09 AM,female,tablet,0
7/21/14,7:19 AM,female,tablet,0
7/21/14,7:23 AM,male,mobile,0
7/21/14,7:26 AM,male,mobile,0
7/21/14,7:28 AM,male,desktop,0
7/21/14,7:29 AM,female,desktop,0
7/21/14,7:35 AM,male,desktop,0
7/21/14,7:41 AM,female,tablet,1
7/21/14,7:43 AM,male,mobile,0
7/21/14,7:45 AM,female,mobile,1
7/21/14,7:52 AM,female,mobile,1
7/21/14,8:08 AM,male,desktop,0
7/21/14,8:17 AM,female,tablet,1
7/21/14,8:18 AM,male,mobile,1
7/21/14,8:26 AM,female,tablet,1
7/21/14,8:36 AM,male,mobile,0
7/21/14,8:41 AM,female,desktop,1
7/21/14,8:45 AM,female,mobile,0
7/21/14,9:06 AM,male,desktop,1
7/21/14,9:11 AM,female,desktop,0
7/21/14,9:13 AM,male,mobile,0
7/21/14,9:19 AM,female,mobile,0
7/21/14,9:28 AM,female,desktop,0
7/21/14,9:31 AM,male,tablet,1
7/21/14,9:34 AM,female,tablet,1
7/21/14,9:39 AM,female,mobile,0
7/21/14,9:48 AM,male,mobile,0
7/21/14,9:50 AM,male,tablet,1
7/21/14,9:53 AM,female,desktop,1
7/21/14,9:57 AM,male,tablet,1
7/21/14,10:00 AM,female,mobile,1
7/21/14,10:08 AM,male,desktop,1
7/21/14,10:09 AM,female,desktop,0
7/21/14,10:09 AM,male,desktop,0
7/21/14,10:17 AM,female,tablet,0
7/21/14,10:19 AM,female,desktop,0
7/21/14,10:24 AM,female,mobile,1
7/21/14,10:25 AM,male,tablet,1
7/21/14,10:34 AM,female,tablet,1
7/21/14,10:36 AM,female,desktop,0
7/21/14,10:36 AM,male,mobile,1
7/21/14,10:59 AM,female,mobile,1
7/21/14,11:12 AM,male,tablet,0
7/21/14,11:18 AM,male,mobile,0
7/21/14,11:29 AM,male,mobile,1
7/21/14,11:34 AM,female,desktop,1
7/21/14,11:35 AM,male,desktop,0
7/21/14,11:37 AM,female,tablet,0
7/21/14,11:45 AM,female,mobile,1
7/21/14,11:46 AM,female,desktop,0
7/21/14,11:46 AM,female,desktop,1
7/21/14,11:47 AM,female,tablet,1
7/21/14,11:48 AM,female,desktop,0
7/21/14,11:58 AM,male,tablet,0
7/21/14,12:03 PM,male,tablet,1
7/21/14,12:12 PM,male,tablet,1
7/21/14,12:17 PM,female,mobile,1
7/21/14,12:20 PM,female,desktop,0
7/21/14,12:25 PM,male,mobile,1
7/21/14,12:34 PM,female,desktop,1
7/21/14,12:34 PM,male,desktop,0
7/21/14,12:34 PM,male,mobile,1
7/21/14,12:38 PM,female,desktop,0
7/21/14,12:39 PM,female,desktop,0
7/21/14,12:42 PM,male,desktop,1
7/21/14,12:50 PM,male,mobile,1
7/21/14,12:55 PM,male,mobile,0
7/21/14,12:57 PM,female,tablet,1
7/21/14,12:59 PM,female,mobile,1
7/21/14,1:02 PM,male,desktop,0
7/21/14,1:11 PM,male,desktop,1
7/21/14,1:37 PM,female,desktop,0
7/21/14,1:54 PM,female,desktop,0
7/21/14,2:22 PM,male,mobile,1
7/21/14,2:36 PM,male,mobile,0
7/21/14,2:36 PM,male,tablet,1
7/21/14,2:50 PM,male,mobile,1
7/21/14,2:51 PM,male,desktop,0
7/21/14,3:00 PM,male,desktop,0
7/21/14,3:00 PM,female,tablet,1
7/21/14,3:02 PM,female,desktop,0
7/21/14,3:05 PM,female,desktop,0
7/21/14,3:11 PM,male,mobile,1
7/21/14,3:23 PM,female,mobile,0
7/21/14,3:23 PM,male,tablet,1
7/21/14,3:25 PM,female,mobile,0
7/21/14,3:26 PM,male,tablet,0
7/21/14,3:38 PM,female,desktop,1
7/21/14,3:38 PM,female,mobile,0
7/21/14,3:41 PM,female,desktop,1
7/21/14,3:42 PM,female,tablet,1
7/21/14,3:43 PM,female,tablet,1
7/21/14,3:44 PM,female,tablet,1
7/21/14,3:54 PM,female,mobile,0
7/21/14,4:05 PM,male,desktop,1
7/21/14,4:08 PM,male,tablet,1
7/21/14,4:10 PM,female,tablet,1
7/21/14,4:10 PM,female,desktop,0
7/21/14,4:12 PM,male,tablet,0
7/21/14,4:12 PM,male,desktop,0
7/21/14,4:15 PM,male,desktop,0
7/21/14,4:16 PM,female,desktop,1
7/21/14,4:22 PM,female,tablet,1
7/21/14,4:23 PM,male,mobile,0
7/21/14,4:25 PM,male,desktop,1
7/21/14,4:30 PM,female,tablet,1
7/21/14,4:31 PM,male,desktop,1
7/21/14,4:33 PM,male,tablet,1
7/21/14,4:37 PM,female,desktop,1
7/21/14,4:40 PM,male,desktop,0
7/21/14,4:46 PM,male,desktop,1
7/21/14,4:48 PM,male,tablet,1
7/21/14,4:54 PM,male,mobile,0
7/21/14,5:00 PM,male,mobile,1
7/21/14,5:00 PM,male,mobile,1
7/21/14,5:02 PM,male,tablet,1
7/21/14,5:06 PM,male,mobile,1
7/21/14,5:12 PM,female,tablet,1
7/21/14,5:13 PM,female,desktop,1
7/21/14,5:21 PM,male,tablet,0
7/21/14,5:28 PM,male,tablet,0
7/21/14,5:32 PM,female,tablet,1
7/21/14,5:32 PM,male,desktop,1
7/21/14,5:36 PM,male,tablet,0
7/21/14,5:40 PM,male,tablet,1
7/21/14,5:43 PM,female,desktop,0
7/21/14,5:49 PM,male,tablet,0
7/21/14,5:57 PM,male,desktop,0
7/21/14,6:00 PM,male,mobile,1
7/21/14,6:03 PM,male,mobile,0
7/21/14,6:11 PM,male,tablet,0
7/21/14,6:22 PM,male,mobile,0
7/21/14,6:27 PM,female,tablet,1
7/21/14,6:29 PM,male,mobile,0
7/21/14,6:30 PM,male,desktop,1
7/21/14,6:30 PM,female,tablet,1
7/21/14,6:32 PM,male,mobile,1
7/21/14,6:32 PM,male,desktop,0
7/21/14,6:44 PM,male,desktop,1
7/21/14,6:51 PM,male,mobile,0
7/21/14,6:55 PM,male,desktop,0
7/21/14,6:57 PM,female,mobile,1
7/21/14,6:59 PM,female,desktop,0
7/21/14,7:09 PM,male,tablet,1
7/21/14,7:09 PM,female,desktop,1
7/21/14,7:09 PM,female,desktop,0
7/21/14,7:13 PM,male,tablet,0
7/21/14,7:14 PM,male,mobile,0
7/21/14,7:35 PM,male,desktop,0
7/21/14,7:40 PM,female,tablet,0
7/21/14,7:42 PM,male,mobile,0
7/21/14,7:46 PM,female,mobile,1
7/21/14,7:50 PM,female,mobile,1
7/21/14,7:53 PM,male,desktop,0
7/21/14,7:57 PM,male,desktop,1
7/21/14,8:00 PM,female,tablet,0
7/21/14,8:05 PM,female,tablet,0
7/21/14,8:15 PM,female,mobile,0
7/21/14,8:37 PM,male,tablet,1
7/21/14,8:53 PM,female,desktop,1
7/21/14,8:53 PM,female,desktop,0
7/21/14,8:57 PM,male,tablet,1
7/21/14,9:11 PM,male,desktop,0
7/21/14,9:16 PM,male,desktop,0
7/21/14,9:18 PM,female,desktop,0
7/21/14,9:35 PM,female,tablet,1
7/21/14,9:51 PM,male,tablet,1
7/21/14,9:57 PM,male,mobile,1
7/21/14,10:04 PM,male,desktop,0
7/21/14,10:07 PM,male,mobile,1
7/21/14,10:09 PM,female,tablet,0
7/21/14,10:12 PM,male,desktop,0
7/21/14,10:14 PM,male,desktop,1
7/21/14,10:20 PM,female,mobile,1
7/21/14,10:35 PM,male,mobile,1
7/21/14,10:40 PM,male,tablet,1
7/21/14,10:41 PM,female,mobile,0
7/21/14,10:50 PM,female,tablet,1
7/21/14,11:00 PM,male,mobile,1
7/21/14,11:12 PM,male,mobile,0
7/21/14,11:16 PM,female,desktop,0
7/21/14,11:22 PM,male,desktop,1
7/21/14,11:22 PM,female,tablet,1
7/21/14,11:39 PM,female,mobile,1
7/21/14,11:42 PM,female,tablet,0
7/21/14,11:43 PM,male,desktop,1
7/21/14,11:45 PM,male,tablet,0
7/22/14,12:00 AM,female,tablet,1
7/22/14,12:07 AM,female,desktop,1
7/22/14,12:10 AM,female,tablet,0
7/22/14,12:16 AM,female,mobile,0
7/22/14,12:25 AM,female,tablet,0
7/22/14,12:25 AM,female,desktop,0
7/22/14,12:29 AM,male,tablet,0
7/22/14,12:32 AM,male,mobile,0
7/22/14,12:34 AM,male,desktop,1
7/22/14,12:34 AM,male,mobile,0
7/22/14,12:35 AM,female,mobile,1
7/22/14,12:38 AM,female,mobile,0
7/22/14,12:42 AM,male,desktop,0
7/22/14,12:44 AM,female,desktop,1
7/22/14,12:53 AM,male,desktop,1
7/22/14,12:54 AM,male,mobile,1
7/22/14,1:00 AM,male,mobile,1
7/22/14,1:03 AM,male,mobile,1
7/22/14,1:24 AM,female,tablet,0
7/22/14,1:43 AM,male,tablet,1
7/22/14,1:47 AM,female,mobile,0
7/22/14,1:52 AM,male,desktop,1
7/22/14,1:57 AM,male,mobile,0
7/22/14,1:58 AM,male,desktop,0
7/22/14,2:01 AM,male,mobile,0
7/22/14,2:16 AM,female,desktop,1
7/22/14,2:26 AM,female,tablet,1
7/22/14,2:28 AM,male,desktop,0
7/22/14,2:41 AM,male,desktop,0
7/22/14,2:54 AM,female,desktop,1
